,Unnamed: 0,date,likes,replies,retweets,source,tweet,sentiment,ai_reply,reply_sentiment
112,112,2021-04-13 00:03:22+00:00,172697,1805,39842,Twitter for iPhone,416 the album ,"[{'label': 'neutral', 'score': 0.8025139570236206}]",I'm in the 408,"[{'label': 'neutral', 'score': 0.7965566515922546}]"
113,113,2021-02-12 05:13:08+00:00,3847,194,545,Twitter for iPhone,,"[{'label': 'neutral', 'score': 0.7822268605232239}]",,NA
114,114,2021-01-30 21:04:51+00:00,2245,108,155,Twitter for iPhone, ,"[{'label': 'neutral', 'score': 0.6649935841560364}]",,NA
115,115,2021-01-29 04:17:27+00:00,1883,92,216,Twitter for iPhone, ,"[{'label': 'neutral', 'score': 0.7343925833702087}]",,NA
116,116,2020-12-19 17:22:48+00:00,3753,203,259,Twitter for iPhone, ,"[{'label': 'neutral', 'score': 0.7883545756340027}]",,NA
117,117,2020-12-19 04:07:29+00:00,10215,153,1078,Twitter for iPhone, ,"[{'label': 'neutral', 'score': 0.8008175492286682}]",,NA
118,118,2020-12-18 05:12:30+00:00,9774,263,1840,Twitter for iPhone,ttstt  ,"[{'label': 'neutral', 'score': 0.7649648785591125}]","I'm not sure if you're serious or not, but I'm going to go with the latter.","[{'label': 'neutral', 'score': 0.503639280796051}]"
119,119,2020-10-02 23:46:01+00:00,1034,24,193,Twitter for iPhone,yungkayo ,"[{'label': 'neutral', 'score': 0.8857235312461853}]","I'm not sure if you're serious, but I'm pretty sure that's a guy.","[{'label': 'neutral', 'score': 0.5926571488380432}]"
120,120,2020-09-16 05:34:44+00:00,85306,855,13357,Twitter for iPhone,put that gun down son..,"[{'label': 'negative', 'score': 0.8948891162872314}]","I'm not your son, son.","[{'label': 'negative', 'score': 0.5426169633865356}]"
121,121,2020-07-29 22:59:48+00:00,40333,1117,2299,Twitter for iPhone,twitter was hacked ,"[{'label': 'neutral', 'score': 0.5146508812904358}]","I'm not sure if you're serious or not, but it's not twitter.","[{'label': 'negative', 'score': 0.5391175746917725}]"
122,122,2020-07-17 04:35:42+00:00,43633,713,5666,Twitter for iPhone,just so u know james harden is my brada... btw he dont have internet so he obviously dont know whats right or wrong if he posted something thats against us...but i hate when rappers get in niggas biz like its cant happen to em buster let niggas clear they shit up activist,"[{'label': 'neutral', 'score': 0.4731179177761078}]","I'm not a rapper, but I'm not a rapper.","[{'label': 'neutral', 'score': 0.4866703748703003}]"
123,123,2020-05-29 17:29:07+00:00,5336,113,576,Twitter for iPhone,  ,"[{'label': 'neutral', 'score': 0.7686722874641418}]",,NA
124,124,2020-05-21 22:41:27+00:00,14260,145,1998,Twitter for iPhone,wunna,"[{'label': 'neutral', 'score': 0.7644060254096985}]",I'm not sure if you're being serious or not.,"[{'label': 'negative', 'score': 0.500285804271698}]"
125,125,2020-05-15 16:39:14+00:00,10673,157,1707,Twitter for iPhone,    ,"[{'label': 'positive', 'score': 0.5997939705848694}]",,NA
126,126,2020-05-14 21:36:19+00:00,3992,122,458,Twitter for iPhone,stay home & shop  ,"[{'label': 'neutral', 'score': 0.8538659811019897}]","I'm not sure if you're being serious or not, but I'm pretty sure that's not what he said.","[{'label': 'negative', 'score': 0.6017469167709351}]"
127,127,2020-05-11 19:23:28+00:00,8797,159,1575,Twitter for iPhone,my son drop friday 1lilkeed  ,"[{'label': 'neutral', 'score': 0.6846112012863159}]","I'm sorry, but I'm not interested in your son.","[{'label': 'negative', 'score': 0.8698984980583191}]"
128,128,2020-05-08 17:31:58+00:00,10462,119,1100,Twitter for iPhone,originator outwestchallenge  ,"[{'label': 'positive', 'score': 0.7086513638496399}]","I'm not sure if you're serious, but I'm pretty sure that's not the original.","[{'label': 'negative', 'score': 0.7726677656173706}]"
129,129,2020-05-06 19:57:49+00:00,930,30,91,Twitter for iPhone,    applemusic  ,"[{'label': 'neutral', 'score': 0.5921278595924377}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
130,130,2020-05-06 19:56:46+00:00,4233,99,643,Twitter for iPhone,slimeampb spotify  ,"[{'label': 'neutral', 'score': 0.7869083285331726}]",amp,"[{'label': 'neutral', 'score': 0.7047057747840881}]"
131,131,2020-05-06 00:27:02+00:00,69363,1018,8516,Twitter for iPhone,i recorded all the verses in one day ongod,"[{'label': 'positive', 'score': 0.7361712455749512}]","I'm not sure if you're serious or not, but I'm pretty sure that's not how it works.","[{'label': 'negative', 'score': 0.7428457736968994}]"
132,132,2020-05-05 16:44:14+00:00,12877,1037,2571,Twitter for iPhone,,"[{'label': 'neutral', 'score': 0.7532966136932373}]",,NA
133,133,2020-05-05 16:43:59+00:00,18006,260,4535,Twitter for iPhone,now  ,"[{'label': 'positive', 'score': 0.5187326669692993}]","I'm sorry, I'm not a native English speaker.","[{'label': 'negative', 'score': 0.6946633458137512}]"
134,134,2020-05-01 04:55:08+00:00,4241,121,553,Twitter for iPhone,my artist tshyne moncler out now,"[{'label': 'positive', 'score': 0.5828815698623657}]","I'm sorry, but I'm not interested.","[{'label': 'negative', 'score': 0.8303504586219788}]"
135,135,2020-04-24 23:37:37+00:00,15083,146,1380,Twitter for iPhone,,"[{'label': 'neutral', 'score': 0.7731779217720032}]",,NA
136,136,2020-04-04 19:22:31+00:00,37104,613,5059,Twitter for iPhone,1017 54,"[{'label': 'neutral', 'score': 0.8486930727958679}]",1017 55,"[{'label': 'neutral', 'score': 0.795539379119873}]"
137,137,2020-03-06 05:15:17+00:00,4501,124,690,Twitter for iPhone,skybox now 1gunnagunna ,"[{'label': 'neutral', 'score': 0.5323779582977295}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.5894821286201477}]"
138,138,2020-02-19 00:54:24+00:00,108342,1042,34157,Twitter for iPhone,youre gods best creation,"[{'label': 'positive', 'score': 0.9649331569671631}]",I'm not a god.,"[{'label': 'negative', 'score': 0.5868088603019714}]"
139,139,2020-02-10 01:18:19+00:00,120820,2230,13370,Twitter for iPhone,out west video,"[{'label': 'neutral', 'score': 0.9328246712684631}]",I'm in the east.,"[{'label': 'neutral', 'score': 0.8731940984725952}]"
140,140,2020-01-13 22:04:48+00:00,1416,55,211,Twitter for iPhone,yak gotti first day out.  ,"[{'label': 'positive', 'score': 0.9647395610809326}]",I'm going to be there tomorrow.,"[{'label': 'neutral', 'score': 0.7263920903205872}]"
141,141,2019-12-31 18:23:07+00:00,4348,89,452,Twitter for iPhone, ,"[{'label': 'neutral', 'score': 0.698754608631134}]",,NA
142,142,2019-12-29 17:26:37+00:00,8639,157,875,Twitter for iPhone,red sweatsuit out now   ,"[{'label': 'neutral', 'score': 0.8199814558029175}]",I'm wearing a red sweatsuit right now.,"[{'label': 'neutral', 'score': 0.8257205486297607}]"
143,143,2019-12-27 17:10:59+00:00,20156,162,2656,Twitter for iPhone,wat no more  ,"[{'label': 'neutral', 'score': 0.6168466210365295}]","I'm sorry, I'm not sure what you mean.","[{'label': 'negative', 'score': 0.6650296449661255}]"
144,144,2019-12-26 00:53:06+00:00,6448,119,691,Twitter for iPhone,  spider for xmas       ,"[{'label': 'neutral', 'score': 0.8367423415184021}]","I'm not sure if you're serious, but I'm pretty sure that's a spider.","[{'label': 'negative', 'score': 0.5424277186393738}]"
145,145,2019-12-24 14:49:57+00:00,8267,72,742,Twitter for iPhone, ,"[{'label': 'positive', 'score': 0.9202442765235901}]",,NA
146,146,2019-12-21 19:20:39+00:00,58150,188,8535,Twitter for iPhone,liluzivert  ,"[{'label': 'positive', 'score': 0.8264603614807129}]","I'm not sure if you're serious, but I'm pretty sure that's a real word.","[{'label': 'neutral', 'score': 0.5642650723457336}]"
147,147,2019-12-20 06:34:04+00:00,55075,835,13068,Twitter for iPhone,deluxe                                    ,"[{'label': 'positive', 'score': 0.8552248477935791}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
148,148,2019-11-28 06:23:45+00:00,32459,291,6928,Twitter for iPhone,facts ,"[{'label': 'positive', 'score': 0.9495833516120911}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
149,149,2019-11-02 22:04:28+00:00,5254,92,443,Twitter for iPhone,slatt bizz ,"[{'label': 'positive', 'score': 0.8691055178642273}]","I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Big Lebowski.","[{'label': 'neutral', 'score': 0.6725394129753113}]"
150,150,2019-10-02 22:04:17+00:00,92451,685,16107,Twitter for iPhone,yo kanyewest is my verse about the devil still on jesus ,"[{'label': 'neutral', 'score': 0.876211404800415}]","I'm not sure if you're serious or not, but I'm pretty sure that's not what it means.","[{'label': 'negative', 'score': 0.7485604286193848}]"
151,151,2019-09-21 02:23:46+00:00,8841,209,1303,Twitter for iPhone,justin bieber big tour tickets on sale now  ,"[{'label': 'neutral', 'score': 0.7895444631576538}]",I'm going to the concert. I'm so excited.,"[{'label': 'positive', 'score': 0.9898871779441833}]"
152,152,2019-09-20 04:23:50+00:00,33222,337,5002,Twitter for iPhone,we changing the tour name to justin bieber big,"[{'label': 'neutral', 'score': 0.8052634596824646}]",I'm down,"[{'label': 'neutral', 'score': 0.6064284443855286}]"
153,153,2019-09-16 20:24:06+00:00,3639,88,1182,Twitter for iPhone,just how it is out now ,"[{'label': 'neutral', 'score': 0.8386362195014954}]",I'm not sure what you mean by that.,"[{'label': 'negative', 'score': 0.5548035502433777}]"
154,154,2019-09-16 19:13:14+00:00,17509,213,4729,Twitter for iPhone,just how it is 4 est. 1 west ,"[{'label': 'neutral', 'score': 0.8823221325874329}]","I'm in the UK, so it's 4:30 here.","[{'label': 'neutral', 'score': 0.9280871748924255}]"
155,155,2019-09-12 22:08:14+00:00,3292,82,629,Twitter for iPhone,next. yungkayo   ,"[{'label': 'positive', 'score': 0.8505087494850159}]","I'm not sure if you're serious, but I'm pretty sure that's a reference to the song'Next'by Kanye West.","[{'label': 'neutral', 'score': 0.809280514717102}]"
156,156,2019-09-09 21:27:38+00:00,36598,219,8358,Twitter for iPhone,reasons we 1 tombrady ,"[{'label': 'positive', 'score': 0.7666921615600586}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
157,157,2019-09-04 15:48:49+00:00,38032,401,8562,Twitter for iPhone,pure to me meanspeople urarelyeye,"[{'label': 'positive', 'score': 0.6959342360496521}]","I'm not sure if you're being serious or not, but I'm pretty sure that's not what he meant.","[{'label': 'negative', 'score': 0.685672402381897}]"
158,158,2019-08-27 22:52:05+00:00,5327,109,366,Twitter for iPhone,rough trade i will be there at 10pm,"[{'label': 'neutral', 'score': 0.7635940909385681}]",I'm there now,"[{'label': 'neutral', 'score': 0.7336878180503845}]"
159,159,2019-08-27 11:53:21+00:00,1160,53,165,Twitter for iPhone,im linking with tidal to give yall a free 60day trial to watch my crwn interview with elliottwilson tonight  tidalxcrwn,"[{'label': 'positive', 'score': 0.7675716876983643}]",I'm in.,"[{'label': 'neutral', 'score': 0.532194972038269}]"
160,160,2019-08-26 18:51:41+00:00,35657,216,7535,Twitter for iPhone, ,"[{'label': 'positive', 'score': 0.8438222408294678}]",,NA
161,161,2019-08-26 05:17:18+00:00,4706,78,396,Twitter for iPhone,nyc family meet me here ,"[{'label': 'neutral', 'score': 0.810288667678833}]",I'm in NYC too!,"[{'label': 'positive', 'score': 0.5720072388648987}]"
162,162,2019-08-24 21:42:42+00:00,74324,407,19969,Twitter for iPhone, ,"[{'label': 'positive', 'score': 0.5336819887161255}]",,NA
163,163,2019-08-23 20:12:42+00:00,1330,42,151,Twitter for iPhone,rsvp  ,"[{'label': 'neutral', 'score': 0.8599436283111572}]",,NA
164,164,2019-08-23 17:34:21+00:00,10769,71,1185,Twitter for iPhone,,"[{'label': 'positive', 'score': 0.9468904733657837}]",,NA
165,165,2019-08-23 03:02:54+00:00,3738,97,452,Twitter for iPhone,more merch added   ,"[{'label': 'neutral', 'score': 0.45429056882858276}]","I'm not sure if you're serious, but I'm pretty sure that's not true.","[{'label': 'negative', 'score': 0.8306735754013062}]"
166,166,2019-08-22 18:42:13+00:00,4755,49,459,Twitter for iPhone,proud father . my son starts tour tonight. ny pull up ,"[{'label': 'positive', 'score': 0.9867420792579651}]",I'm proud of you son.,"[{'label': 'positive', 'score': 0.9793601036071777}]"
167,167,2019-08-22 17:58:21+00:00,2597,50,346,Twitter for iPhone,love yall bigboy real923la ,"[{'label': 'positive', 'score': 0.9660025835037231}]","I love you too, bigboy.","[{'label': 'positive', 'score': 0.9753888249397278}]"
168,168,2019-08-21 21:59:27+00:00,9326,171,488,Twitter for iPhone,so so sorry ny but i wont be able to make it today. too long delays on my flight. i will be making this up on tuesday. love and thank u to anyone who came out today for me. ill be seeing u soon. ,"[{'label': 'negative', 'score': 0.8150555491447449}]",I'm going to be there too!,"[{'label': 'positive', 'score': 0.7955288290977478}]"
169,169,2019-08-21 16:24:59+00:00,23,8,5,Twitter for iPhone,roughtradenyc 9pm tonight,"[{'label': 'neutral', 'score': 0.9415968060493469}]",I'll add you,"[{'label': 'neutral', 'score': 0.7147715091705322}]"
170,170,2019-08-20 19:14:13+00:00,7655,139,2345,Twitter for iPhone,surf video out now               ,"[{'label': 'neutral', 'score': 0.5791762471199036}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
171,171,2019-08-20 11:40:03+00:00,4278,92,369,Twitter for iPhone,nyc & la ,"[{'label': 'neutral', 'score': 0.7943270206451416}]",I'm in NYC too!,"[{'label': 'positive', 'score': 0.5720072388648987}]"
172,172,2019-08-20 04:40:25+00:00,16379,200,2491,Twitter for iPhone,surf video tomorrow at 3pm est ,"[{'label': 'neutral', 'score': 0.7227077484130859}]",I'm down for that.,"[{'label': 'positive', 'score': 0.9148350954055786}]"
173,173,2019-08-19 23:39:42+00:00,41242,872,5769,Twitter for iPhone,surf video tonight ,"[{'label': 'neutral', 'score': 0.9300310015678406}]",I'm going to try to make it.,"[{'label': 'positive', 'score': 0.6376133561134338}]"
174,174,2019-08-19 20:51:28+00:00,5153,104,689,Twitter for iPhone,merch bundles  ,"[{'label': 'positive', 'score': 0.9788597822189331}]",I'm not sure what you mean by that.,"[{'label': 'negative', 'score': 0.5548035502433777}]"
175,175,2019-08-18 04:47:28+00:00,16662,4316,1161,Twitter for iPhone,favorite song on somuchfun ,"[{'label': 'positive', 'score': 0.7547363638877869}]","I'm a big fan of the song, but I think it's a little too long.","[{'label': 'neutral', 'score': 0.39098823070526123}]"
176,176,2019-08-18 04:46:33+00:00,1584,31,158,Twitter for iPhone,pussychallenge who can top this tho  ,"[{'label': 'positive', 'score': 0.9493425488471985}]",I'm gonna go with u,"[{'label': 'neutral', 'score': 0.6065428853034973}]"
177,177,2019-08-17 00:24:42+00:00,9528,121,927,Twitter for iPhone,otw ,"[{'label': 'neutral', 'score': 0.8071550726890564}]","I'm not sure if you're serious or not, but I'm going to guess you're serious.","[{'label': 'neutral', 'score': 0.5658105611801147}]"
178,178,2019-08-16 17:49:55+00:00,12414,141,2680,Twitter for iPhone,,"[{'label': 'neutral', 'score': 0.7375227212905884}]",,NA
179,179,2019-08-16 04:49:34+00:00,51651,1127,19314,Twitter for iPhone,so much fun. out now ,"[{'label': 'positive', 'score': 0.9861990213394165}]",I'm glad you enjoyed it!,"[{'label': 'positive', 'score': 0.9767547249794006}]"
180,180,2019-08-16 00:57:37+00:00,49153,487,15998,Twitter for iPhone,so much fun. 12 est. 9 west ,"[{'label': 'positive', 'score': 0.9755105972290039}]",I'm in.,"[{'label': 'neutral', 'score': 0.532194972038269}]"
181,181,2019-07-29 22:01:04+00:00,42494,378,5386,Twitter for iPhone,my brada 21savage called me at 4am and told me i should drop the london video so its comin out shortly,"[{'label': 'neutral', 'score': 0.5890257358551025}]",I'm sorry to hear that.,"[{'label': 'negative', 'score': 0.839466392993927}]"
182,182,2019-07-26 19:41:55+00:00,1795,80,275,Twitter for iPhone,get tickets now ,"[{'label': 'positive', 'score': 0.5369237065315247}]",I'm going to try to get tickets for the next one.,"[{'label': 'neutral', 'score': 0.6984273195266724}]"
183,183,2019-07-24 19:06:16+00:00,15311,347,2789,Twitter for iPhone,slatt biz  x  ,"[{'label': 'positive', 'score': 0.8499302864074707}]","I'm not sure if you're serious, but I'm pretty sure that's a typo.","[{'label': 'negative', 'score': 0.7674002647399902}]"
184,184,2019-07-19 11:53:59+00:00,74567,587,11837,Twitter for iPhone,album name changed to         so much fun,"[{'label': 'positive', 'score': 0.881848156452179}]",I'm so happy!,"[{'label': 'positive', 'score': 0.9845426082611084}]"
185,185,2019-07-11 14:30:44+00:00,141278,2733,31334,Twitter for iPhone,whos ready for this album,"[{'label': 'neutral', 'score': 0.6006584167480469}]",I'm ready for this album,"[{'label': 'positive', 'score': 0.9636087417602539}]"
186,186,2019-07-04 15:46:55+00:00,112259,972,36938,Twitter for iPhone,im running for president 2024 1gunnagunna will be the vice,"[{'label': 'positive', 'score': 0.7343371510505676}]",I'm running for president 2024 1gunnagunna will be the vice,"[{'label': 'neutral', 'score': 0.7017232775688171}]"
187,187,2019-07-04 15:41:49+00:00,31132,1768,6943,Twitter for iPhone,happy 4th mr. president realdonaldtrump,"[{'label': 'positive', 'score': 0.9810003042221069}]","I'm not a Trump supporter, but I'm not surprised that you're so upset.","[{'label': 'negative', 'score': 0.741294264793396}]"
